68493	5919	
13256	6737	
82404	58689	
110276	36539	
55874	52090	
56792	54899	
121068	98122	
51184	48202	
128120	94136	
56252	70473	
54855	40061	
85456	17419	
15342	26605	
103206	31796	
112325	43261	
21134	62033	
139720	83349	
53429	90605	
138556	64948	
130867	97806	
121260	13146	
137454	618	
5409	36247	
12252	96073	
147056	69613	
97158	86456	
92301	79204	
122777	84903	
42381	93738	
32422	36928	
59673	69988	
119784	70276	
110798	99542	
2325	48580	
34914	90891	
28462	99289	
119921	30946	
119089	47712	
148181	69845	
63678	10453	
111076	22471	
48918	78539	
27763	65257	
17295	37702	
142056	3912	
97892	58101	
41246	15351	
86857	78479	
61634	4917	
81789	42889	
124074	44411	
9336	79825	
144916	52708	
16067	4650	
96860	66137	
132423	77828	
121144	73560	
2942	62199	
76670	8512	
10118	75580	
132133	65692	
39348	38952	
22536	88010	
86757	17414	
137687	33286	
143135	75920	
103176	69943	
143366	29802	
99835	46294	
50938	33883	
77627	84439	
48302	3976	
115087	59542	
9155	56431	
118865	42751	
73107	97213	
139334	31961	
82554	19820	
88812	65584	
119071	89693	
35858	62173	
137280	76910	
104096	91733	
97675	93560	
58792	107	
148505	41575	
72356	69218	
53172	58166	
93279	16532	
18138	97255	
27552	74200	
135354	24829	
120640	19027	
33194	44822	
78589	11293	
29211	48103	
141895	98959	
35429	6966	
133079	35078	
56812	22478	
32592	56919	
27556	64835	
143085	49359	
147536	3171	
138762	95077	
27445	42356	
1295	34111	
11438	24655	
141527	48798	
53785	68153	
119135	51367	
56286	58362	
149513	65486	
84592	2236	
143136	51041	
110892	96674	
13686	7086	
84894	7074	
98602	70994	
61619	27777	
48805	91680	
136506	84777	
133347	73002	
88691	59977	
74046	37614	
21097	99561	
23126	20448	
128268	9481	
127262	8496	
63670	70005	
56832	22904	
28384	79143	
110944	50277	
58781	52633	
120141	32767	
140900	99716	
93604	62582	
101915	4923	
134031	20139	
118126	21757	
100907	89912	
67551	47163	
83559	69661	
60744	4775	
65208	39336	
8012	92116	
87241	92448	
66987	56752	
60384	98350	
120212	82363	
31100	91145	
8949	70146	
36410	5052	
53197	35389	
41399	37526	
65315	57281	
140336	24078	
86768	66722	
48997	40785	
66487	38857	
43276	35978	
133588	93902	
109297	15148	
149970	28146	
146795	66879	
75367	50236	
111386	2756	
62954	16782	
13517	51751	
108965	29507	
17648	71840	
13989	45543	
10594	68550	
140382	24627	
114372	70385	
22380	51491	
21854	72426	
115188	55030	
113899	55313	
31545	13090	
148485	22283	
147786	93617	
51068	63814	
11032	3996	
145791	67178	
86246	91778	
83805	66269	
78649	17829	
61493	57395	
111727	50977	
141177	80177	
97163	52969	
141473	77724	
111390	87745	
61468	57315	
60403	43314	
91025	15718	
36177	55501	
103380	43169	
109507	97919	
54405	8153	
94803	95661	
122882	39489	
137186	10573	
133932	28841	
9829	6368	
24967	40740	
15466	91760	
93818	6005	
12744	71489	
1911	25942	
99588	23863	
13445	60004	
102896	7717	
56904	75978	
108334	82157	
110946	84488	
88146	97849	
106835	6303	
25349	28820	
117260	6940	
4870	89733	
28738	43487	
121018	77321	
17213	17895	
18485	89517	
9440	48253	
45473	90405	
104099	40473	
139947	556	
92636	1940	
13789	46744	
110908	52875	
120597	72601	
121861	81772	
145557	43854	
101001	18881	
46660	90691	
111726	11382	
57922	45195	
50862	9448	
120104	5527	
121227	39020	
66590	22576	
1824	19802	
60934	15254	
42930	13204	
142949	92181	
94133	58134	
91874	24321	
37627	10652	
24983	64943	
9943	97322	
65525	84847	
23136	81436	
99204	93609	
40609	65003	
114407	5811	
67949	33337	
110750	4236	
116768	93113	
91605	61144	
117104	30494	
27194	90361	
140530	74974	
79484	54790	
122953	31266	
71630	30794	
79818	141	
87963	8188	
127771	98918	
61668	64247	
58169	77700	
104229	68853	
112889	80790	
66613	88813	
149206	53420	
19052	69989	
132681	7141	
8447	78806	
80039	84533	
129702	94171	
21780	46451	
143199	58773	
86469	31549	
69308	70655	
60115	10376	
2631	25352	
39179	8392	
115125	16786	
32931	70455	
73416	42374	
78039	25574	
137615	57010	
74929	24862	
86329	60865	
41383	43889	
148950	15605	
94767	47170	
116782	28291	
64669	64270	
24810	85290	
94909	4853	
83760	66290	
96347	14089	
15133	6877	
4335	63122	
19739	11917	
63623	8667	
4386	95442	
99469	4861	
4267	4622	
87096	79653	
72927	50055	
100110	8612	
37694	58439	
129478	81332	
108539	85620	
129819	53922	
67748	12679	
72493	96573	
116848	41355	
34178	30425	
58673	71380	
22170	54239	
25065	86714	
45872	23253	
71113	16944	
15308	90885	
613	17445	
43765	6253	
99955	50615	
88196	17027	
128130	58606	
34612	65315	
33031	83804	
117749	69590	
97986	2799	
145631	4992	
78383	72753	
145300	87527	
15769	66173	
125150	60059	
91849	30717	
134296	21382	
141564	39812	
85241	4401	
58738	41733	
87562	17488	
2627	65838	
61465	37259	
104044	72485	
39350	938	
107095	2206	
107019	37501	
18936	78678	
75752	11685	
78836	84303	
36476	38050	
95421	18152	
37440	30586	
110776	90871	
94557	13763	
58111	58918	
36142	18669	
143601	13000	
5440	40879	
98583	50870	
41941	51116	
104099	40043	
133896	30146	
15601	63672	
78251	24239	
3647	90788	
76973	58688	
74505	932	
29863	13751	
84957	40179	
148421	74328	
19677	31950	
142770	9360	
128418	58511	
44331	37891	
91645	96803	
125062	5104	
131274	96330	
1260	62563	
70174	16971	
116529	83800	
66975	79602	
43317	95207	
88754	2791	
62098	53424	
143790	86539	
77574	19843	
19472	39889	
16667	95244	
126649	37751	
25841	10010	
97314	64352	
37501	18955	
125664	31824	
25946	23094	
47825	28451	
91854	1588	
121862	33162	
60056	68331	
29019	31619	
144357	89369	
134241	35060	
71586	53145	
71037	51939	
14428	97045	
73354	57269	
136963	5417	
130649	56673	
86941	24911	
59097	87408	
112935	70861	
119281	57940	
87717	70647	
5225	80354	
4459	26305	
30601	38605	
134180	85222	
139977	96160	
132943	21326	
31336	84248	
66923	35263	
144569	6460	
118807	98819	
125991	28570	
42955	85938	
17753	74463	
19957	68604	
63104	75026	
10620	19861	
83037	53613	
36065	74845	
77343	88665	
107523	80875	
123835	13766	
106817	65269	
147444	32708	
135770	14399	
75882	90177	
97280	68574	
13247	56798	
75163	55943	
61220	67216	
135066	58904	
60482	62129	
134181	67299	
30580	57984	
57358	80595	
90290	58843	
68629	56060	
106217	78968	
57290	3620	
6902	74523	
65134	10119	
54289	42326	
77442	50923	
86134	40067	
122161	91298	
72990	67831	
25338	33173	
136604	73604	
124885	38611	
101236	73838	
48326	20726	
75430	33543	
58751	32494	
35720	58410	
39408	25708	
116257	60240	
99578	21325	
101250	80530	
898	31425	
97583	99483	
75489	86295	
85723	22537	
129351	58503	
76290	56225	
55743	13691	
79391	4268	
96606	26171	
135870	38417	
88245	52628	
11100	40848	
33079	67972	
94906	74553	
27108	12580	
129025	5287	
85091	97138	
43327	75996	
128014	74362	
35375	45081	
104455	46337	
34327	60282	
31465	38382	
55531	41677	
101513	34517	
127695	76749	
83867	13313	
146409	65727	
54561	30142	
16309	40392	
124750	84960	
22802	93033	
43881	5875	
56297	30168	
56541	18624	
122798	56636	
69693	48184	
108431	79364	
119781	928	
102746	91621	
7307	54778	
48492	37199	
144037	43372	
135587	2634	
48996	96942	
83684	55314	
60141	19029	
110569	15468	
104489	1752	
59330	35172	
33298	71995	
1372	51269	
67038	73024	
102192	27924	
45224	86054	
24482	3273	
93993	27355	
84025	49322	
73766	52422	
12110	94534	
124979	95786	
98366	38475	
62949	84600	
43370	69125	
121125	15092	
74910	92244	
54353	24737	
92238	45160	
122060	84588	
18875	51292	
22710	13906	
37349	87948	
14646	73871	
23115	50708	
144851	90916	
25391	4710	
105714	9028	
98165	60840	
86890	2491	
79657	49448	
6067	74043	
111455	2876	
17037	36005	
90022	63962	
20077	36689	
78870	4305	
133442	54746	
42473	95203	
88390	96904	
145126	12575	
120320	79547	
42104	11135	
103030	26000	
38397	85979	
56047	38484	
64618	49575	
120935	67843	
123948	16304	
110524	91227	
31705	1326	
30789	37474	
117989	95079	
27106	28496	
146369	93345	
41790	35003	
59309	97121	
3201	51741	
100750	33476	
27154	96772	
77515	59512	
138266	53046	
46305	5529	
34467	54494	
32855	50084	
6352	5111	
53148	80985	
53110	788	
93051	50226	
117320	98282	
90481	7514	
20352	16667	
118645	89676	
15897	49184	
23846	94953	
50170	60274	
136211	11029	
49069	14069	
17555	82447	
26989	71041	
134692	98539	
14941	52366	
43345	6350	
138374	79291	
83741	94277	
149609	79643	
45660	45827	
118578	53245	
18241	58837	
4829	95831	
33346	483	
8066	23214	
29368	51813	
119132	16325	
114834	7231	
93128	70015	
105481	38203	
3689	45938	
138237	64610	
131832	66443	
135391	97718	
15464	12919	
12472	83087	
59992	14453	
49046	82608	
8385	57654	
5463	94949	
137279	80654	
54190	37884	
91341	96634	
75587	73053	
6633	11309	
77591	48166	
119414	73785	
24821	49160	
129952	45655	
82627	75704	
4331	16723	
139272	48914	
130308	26455	
72600	44017	
149193	99121	
146954	27076	
17124	3716	
68474	45197	
62210	72104	
49675	61339	
102626	43743	
9492	29314	
2266	34102	
88587	56660	
139667	61139	
13008	39038	
53572	53633	
130704	89793	
128828	52566	
132858	80172	
25241	92701	
62685	73299	
14965	19908	
141408	24622	
107616	75972	
23084	82800	
119129	76648	
130772	7649	
72214	45437	
3973	49595	
97748	66741	
45160	43006	
17176	46167	
3844	70128	
69187	61926	
6352	19028	
108020	88620	
121718	99942	
69031	42340	
127219	54609	
82763	14625	
128443	35917	
143442	59390	
92634	81784	
23361	55266	
82597	95344	
46855	63759	
45967	23050	
149739	19432	
53000	45330	
86702	31741	
89423	49471	
103983	74132	
72215	38226	
73965	26134	
29592	71755	
73751	5875	
130381	2728	
96719	47122	
32987	25595	
123534	90745	
15457	70759	
39953	18646	
130506	97495	
93776	28648	
13103	43099	
90351	72077	
121898	30048	
142206	42088	
67446	79338	
70379	22798	
53394	19184	
140679	89358	
2404	76533	
140710	61915	
142282	33150	
56288	75223	
41147	90421	
112085	33213	
82781	69689	
32317	78763	
30815	80256	
40540	47754	
84326	202	
24421	47132	
22374	47747	
72678	29089	
16358	34452	
112353	16294	
44982	79718	
127402	5515	
61244	35157	
100908	66798	
41689	20525	
35239	80249	
26507	82724	
125636	63525	
66923	24244	
121497	75626	
30711	10035	
34903	74980	
19706	96464	
15344	68419	
95239	26347	
88871	31503	
41365	93394	
97872	98294	
47588	74036	
53862	33716	
26014	14564	
23275	7998	
68584	40876	
16106	63947	
7399	88299	
22152	84351	
9264	70797	
29081	79189	
59112	47845	
38447	30280	
52058	72969	
144877	63710	
8391	29962	
11466	22674	
90983	68751	
72850	82620	
64013	52877	
118054	26399	
105193	30789	
32594	62447	
89400	87642	
128015	84157	
86902	91213	
99295	49249	
56835	87159	
107014	60451	
8338	39522	
42585	60934	
34078	17508	
22302	25425	
29704	54618	
113251	23642	
39068	85757	
43866	78545	
120706	96803	
80274	3815	
134976	47572	
122465	29914	
63644	16295	
133741	78878	
22126	19929	
105162	43817	
149428	39402	
144509	1466	
8320	74292	
136096	24455	
81884	10984	
686	90243	
48302	62183	
59422	10248	
98278	95897	
111740	39142	
83380	21646	
148098	96072	
3334	37519	
121751	67519	
68671	14752	
129502	54317	
64244	27572	
85983	97104	
75904	31533	
134434	74474	
13047	49423	
97863	75753	
110631	51423	
94483	10359	
105962	8669	
118133	10912	
147432	29051	
61143	95867	
108042	69017	
70496	85560	
17289	77183	
89062	28325	
44021	4534	
130081	6556	
16273	93475	
56426	2540	
149052	55201	
109426	28450	
84171	10010	
117711	80019	
78145	28033	
103457	43081	
119424	16527	
97811	8617	
24185	98905	
27773	7357	
99984	43690	
124614	23394	
83787	52578	
83271	26640	
43737	33163	
18859	20737	
12751	40211	
93666	45088	
126029	29003	
6453	7248	
72512	73147	
124180	37718	
118384	75967	
112650	73284	
56810	2851	
56466	28098	
92696	2902	
149923	69627	
95675	68174	
77127	40833	
763	54424	
94681	41438	
3221	14585	
131421	55673	
63347	59334	
44905	70465	
106922	30109	
49457	42041	
83101	35615	
32609	68128	
102062	85610	
147795	91868	
11029	38806	
42272	35330	
121177	41100	
9811	78308	
141851	24158	
92569	20631	
64114	4359	
52773	23040	
137536	99200	
12592	45467	
119924	83292	
84749	72968	
126633	21409	
16747	60403	
37820	33860	
14227	58269	
53866	5023	
59633	70828	
41720	11473	
37280	1388	
74012	7314	
130350	18304	
15657	4177	
85407	35561	
111656	45069	
29197	45106	
111185	8044	
84300	28406	
54825	28411	
144236	58478	
45094	13347	
93192	96603	
110909	48068	
89819	1164	
69948	11889	
139666	48781	
86884	50151	
111404	72428	
37406	41451	
11710	31017	
82751	2848	
76196	25945	
140150	35777	
74178	23351	
23346	9537	
12728	79304	
59600	60988	
145860	16713	
15265	47226	
89793	44119	
55675	32736	
91149	76411	
10518	37266	
41144	6352	
51127	93801	
112936	60754	
75561	48205	
8489	94917	
54614	51503	
100658	78143	
81686	27206	
129476	25843	
51279	86692	
64843	61979	
11850	23540	
75207	95361	
57126	90866	
117588	52138	
142678	78662	
149300	80608	
105365	34303	
108591	56090	
89306	94216	
40001	17546	
127526	41738	
37282	17058	
120154	53118	
143635	8772	
132086	57549	
13443	89925	
38140	61638	
19281	73502	
75923	39675	
24940	68207	
21112	86936	
17703	49199	
72734	13664	
47352	47572	
27734	10054	
5759	40635	
70874	93094	
133604	98933	
68291	32830	
111577	59919	
147402	86092	
102734	11196	
2492	49733	
98132	79457	
90998	29710	
36505	87452	
81680	33563	
46562	56530	
135366	68322	
58615	55668	
15889	96059	
12407	85709	
128869	43126	
91805	78251	
132755	47513	
146778	93735	
140047	37397	
121282	87218	
25756	19876	
80979	17598	
138946	12577	
127055	74535	
79698	31779	
129083	89756	
133072	67351	
125695	50670	
130015	79034	
133438	71380	
112683	47280	
15808	80023	
2992	89572	
120011	42273	
49800	74844	
135393	35293	
145873	4503	
116802	47563	
78860	79014	
4161	62819	
128898	29381	
61748	40963	
115089	85301	
115894	49430	
84308	60151	
41911	8355	
96241	81734	
55555	21487	
60828	37329	
66127	38192	
121065	88245	
138223	88592	
86703	40403	
129397	46906	
760	87443	
70053	37092	
87252	28116	
30228	53688	
71821	95598	
51390	66849	
113509	17670	
87894	88783	
57339	60462	
22840	98534	
26093	59927	
18186	53033	
26855	62515	
55906	85599	
59018	10987	
115489	57248	
18504	81402	
94189	72062	
45948	31237	
47308	48466	
102870	75415	
120652	417	
61396	31452	
63391	64587	
43340	8314	
122436	68017	
56166	53992	
135601	3648	
117270	61420	
37116	61630	
120070	48564	
127337	70192	
143731	26384	
118254	64677	
59566	64810	
51986	50947	
148723	29220	
111491	24236	
132422	58509	
95639	38380	
66793	60895	
51003	45730	
31546	92280	
57735	61065	
135241	86450	
46834	86146	
86392	25857	
62178	16863	
89547	53801	
20923	76942	
36014	98266	
108697	46208	
60598	91081	
87465	46901	
48303	50476	
145185	8774	
58325	75185	
13168	49327	
11711	91515	
34224	62103	
42309	48891	
26248	69437	
87874	9415	
88046	97217	
107140	9881	
16938	88908	
131184	51271	
33109	19292	
131123	29306	
33088	27920	
86932	18349	
97745	44621	
16757	46820	
88104	40555	
42392	4774	
66289	88831	
7885	665	
95218	66053	
39545	65785	
19827	76489	
119443	89684	
15005	25682	
51481	34437	
104539	40172	
96831	13483	
61581	76241	
139767	59269	
110844	99188	
17436	70828	
79624	47017	
19624	2253	
141116	69012	
42198	96609	
31571	13004	
8402	47819	
121940	74252	
69468	65358	
8121	80150	
66731	10952	
103038	84004	
87006	81967	
24132	90957	
2493	79623	
22469	84080	
48607	96445	
67713	14079	
53333	9282	
75351	28043	
113795	64583	
145792	13768	
126863	19282	
42070	71550	
51234	13979	
124610	26059	
140715	73797	
15810	46744	
142467	40956	
30745	49526	
136043	94663	
96272	66740	
23297	37962	
27242	5473	
120386	14492	
68006	41752	
55065	23359	
50781	28141	
54117	4865	
19643	55922	
86185	35854	
78875	61414	
76797	78480	
37483	59579	
30706	13060	
6255	38178	
8995	11866	
78785	62293	
89367	81545	
29862	32161	
49891	55340	
17195	11758	
122443	41053	
55934	18573	
101385	98637	
78185	55581	
100438	61725	
65578	5753	
13878	89468	
119582	86145	
149201	15581	
74283	48068	
77643	19731	
11421	16263	
94004	31724	
113080	97205	
35387	70024	
123340	56162	
60990	43221	
78311	22493	
119533	48841	
90532	62418	
63869	81242	
84337	47866	
85560	67677	
100334	51264	
123185	41113	
62833	95376	
46485	96807	
118951	45149	
30029	35625	
118069	70767	
91856	12292	
143612	6440	
121766	10555	
7051	48402	
134263	95465	
95214	87559	
64625	25755	
12581	78204	
97881	20711	
32735	14090	
92552	557	
65813	74458	
50983	75209	
121955	37069	
57718	81458	
42753	26405	
56917	48979	
16496	1428	
52758	75299	
85823	96063	
110937	8066	
3005	45998	
124407	39666	
38793	55378	
103899	94159	
74710	80340	
76858	17517	
13626	51286	
137091	57070	
123861	93896	
37362	58396	
147279	96810	
22382	20457	
132874	7641	
123426	92800	
51351	51416	
36169	88935	
4628	20955	
104834	7988	
43907	26547	
44963	7401	
95766	87857	
128506	50509	
97798	73593	
95759	52777	
4658	64293	
120053	72475	
92069	19762	
40815	16506	
66544	51147	
142927	75304	
3495	20049	
89738	74637	
83096	90019	
119047	37877	
12277	45392	
40726	34248	
45747	96662	
147693	53985	
5611	72245	
112446	55790	
8381	54710	
104868	25763	
127301	87186	
129740	98747	
14774	24832	
73585	53709	
115058	41054	
71631	92199	
129099	49242	
131561	27177	
5268	78590	
94886	91616	
123729	7063	
136470	47037	
142430	26496	
52419	88306	
102683	62096	
64963	49672	
114980	20892	
119097	73088	
147342	92746	
42763	85220	
42333	99187	
35774	75305	
11971	80788	
118077	25316	
65364	9874	
16985	56678	
139829	43879	
30922	4565	
11202	89645	
146612	50792	
64878	2822	
91957	3422	
71621	98598	
145402	55900	
69406	35261	
31745	85185	
71596	72133	
75098	20680	
69108	87716	
59766	44730	
81000	32574	
8978	26637	
130930	72507	
53277	25308	
50717	94928	
79604	26020	
56428	12365	
45710	24761	
138798	90274	
86323	59395	
38121	74959	
44777	8600	
85523	41478	
67078	69879	
16368	84895	
133993	46398	
135702	74360	
135156	56041	
100140	46503	
62258	18568	
28209	38174	
92630	19675	
109432	73913	
133076	64077	
11729	95718	
97624	87082	
129571	59666	
24292	53917	
66502	53260	
119672	47627	
111533	60824	
136682	46982	
65104	6675	
90501	87663	
92872	1470	
89725	4267	
39779	57033	
125200	88161	
133319	54205	
130408	54413	
129379	25157	
53102	97476	
109457	77178	
9832	34756	
67032	96938	
144067	12983	
57918	44645	
18412	63589	
98283	57443	
85079	42674	
83128	67893	
5427	97115	
35286	52391	
37141	21224	
33548	48174	
84113	61103	
133288	64724	
86887	94245	
118550	8893	
97865	88385	
35262	11924	
44187	28687	
22680	42167	
38643	80142	
124267	6589	
10528	38983	
109939	77440	
105463	53162	
99168	77418	
101961	79078	
50507	81760	
67520	89317	
62756	50373	
6984	53794	
48390	49709	
74218	37640	
123020	67263	
48420	26984	
81757	29925	
78004	20566	
143795	66579	
71635	1569	
59530	39154	
110622	36941	
69251	14088	
30640	96911	
10424	58118	
106060	2052	
13098	79502	
128469	59150	
11622	50494	
148368	87725	
119110	16029	
146465	31989	
63155	65409	
140723	7089	
61672	65915	
69188	19221	
78467	90880	
20188	63576	
35396	68276	
17678	31318	
13768	76469	
70390	94144	
32143	45473	
8739	40478	
88105	41285	
62222	43747	
77679	71940	
29096	40171	
98622	75456	
12291	59956	
130718	64808	
78743	24085	
35360	40701	
44804	30655	
3175	5154	
101223	39535	
52958	30817	
55125	64141	
80743	26196	
137012	87301	
49315	29878	
82521	65024	
106445	64455	
51276	57373	
7312	40693	
89976	16849	
20905	57454	
97951	1272	
129896	30783	
110219	57782	
105616	50343	
126270	84239	
81086	44829	
93755	22079	
44102	62906	
126829	18296	
40280	30213	
1381	70934	
69170	30554	
136561	65024	
22447	9077	
87752	42781	
5501	8385	
39810	74095	
63004	23928	
41028	50481	
49170	98645	
124777	52905	
129132	53886	
90924	62410	
14671	27591	
128211	22794	
140749	96965	
104101	99898	
109635	50417	
13659	39111	
32654	7380	
96772	57803	
140637	57173	
145411	1137	
26370	16316	
79764	2596	
120323	72194	
147900	20978	
26077	76119	
42797	58370	
17368	46032	
110104	90671	
32949	61003	
110525	89088	
111875	38016	
131694	14694	
97121	12582	
134739	91665	
44590	6270	
75318	12463	
51197	85536	
104222	90338	
12901	2529	
47849	13245	
79140	43198	
39233	35963	
144723	74887	
144258	17724	
17764	34571	
69202	56316	
129080	26555	
125870	23314	
63805	74046	
135398	38050	
68596	30033	
53151	79679	
25361	15736	
48375	8609	
